Cruise,Station,Species,Count,Box_no,Dissected,Remaining Fish,Bongo,Notes,,
202402,518,C_har,3,4,,,N,"Originally box 5, trying to consolidate",,
202402,518,S_sco,3,4,,,N,"Originally box 5, trying to consolidate",,
202402,520,A_pse,1,4,,,N,"Originally box 5, trying to consolidate",,
202402,527,C_har,3,4,,,N,,,
202402,529,S_sco,3,1,,,N,,,
202402,529,S_sco,1,1,,,N,,,
202402,531,P_tri,3,2,,,N,"Originally box 3, trying to consolidate",,
202402,531,S_sco,3,3,,,N,"Originally box 4, trying to consolidate",,
202402,533,P_tri,3,3,,,N,"Originally box 4, trying to consolidate",,
202402,535,P_tri,3,4,,,Y,"Originally box 5, trying to consolidate",,
202402,535,S_sco,3,1,,,Y,,,
202402,537,P_tri,3,3,,,N,"Originally box 4, trying to consolidate",,
202402,537,S_sco,3,5,,,N,,,
202402,539,S_sco,3,2,,,Y,,,
202402,545,P_tri,1,2,,,Y,,,
202402,547,P_tri,1,2,,,N,,,
202402,549,S_sco,1,2,,,Y,,,
202402,573,S_sco,1,2,,,Y,,,
202402,610,A_pse,1,2,,,N,,,
202402,610,C_har,3,2,,,N,,,
202402,614,S_sco,3,2,,,N,,,
202402,618,A_pse,1,2,,,Y,,,
202402,626,S_sco,3,2,,,Y,,,
202402,628,S_sco,2,2,,,Y,,,
202402,628,S_sco,2,2,,,Y,,,
202402,630,C_har,1,2,,,N,,,
202402,630,S_sco,3,2,,,N,,,
202402,631,P_tri,1,1,,,N,,,
202402,632,C_har,2,2,,,N,,,
202402,632,S_sco,3,2,,,N,,,
202402,636,A_pse,3,2,,,N,,,
202402,638,A_pse,3,2,,,Y,,,
202402,775,A_aes,1,2,,,N,,,
202402,775,C_har,3,1,,,N,"Originally from Box 2, trying to consolidate",,
202402,775,S_sco,3,2,,,N,,,
202402,779,A_pse,2,2,,,Y,,,
202402,779,P_tri,5,1,,,Y,"Originally from Box 2, trying to consolidate",,
202402,783,C_har,1,2,,,Y,,,
202402,783,P_tri,5,1,,,Y,"Originally from Box 2, trying to consolidate",,
202402,785,A_pse,4,2,,,N,,,
202402,785,P_tri,4,1,,,N,"Originally from Box 2, trying to consolidate",,
202402,785,P_tri,5,2,,,N,,,
202402,785,P_tri,5,2,,,N,,,
202404,259,P_tri,5,3,,,Y,,,
202404,259,P_tri,5,3,,,Y,Small/juvenile,,
202404,267,P_tri,4,3,,,Y,,,
202404,277,P_tri,5,3,,,N,,,
202404,290,A_dub,2,3,,,Y,,,
202404,290,P_tri,5,3,,,Y,,,
202404,292,P_tri,5,3,,,Y,,,
202404,305,P_tri,5,3,,,N,,,
202404,305,S_sco,1,3,,,N,,,
202404,311,A_pse,4,3,,,N,,,
202404,311,A_pse,5,3,,,N,,,
202404,311,P_tri,5,3,,,N,,,
202404,317,P_tri,4,3,,,N,,,
202404,317,S_sco,2,3,,,N,,,
202404,319,P_tri,5,1,,,Y,,,
202404,319,P_tri,5,2,,,Y,Originally in box 3 but moved to consolidate,,
202404,325,P_tri,5,1,,,Y,,,
202404,327,P_tri,5,3,,,N,,,
202404,327,S_sco,1,3,,,N,,,
202404,329,A_pse,2,2,,,Y,Originally in box 3 but moved to consolidate,,
202404,329,P_tri,5,3,,,Y,,,
202404,331,A_pse,1,3,,,Y,,,
202404,331,P_tri,2,2,,,Y,Originally in box 3 but moved to consolidate,,
202404,333,A_pse,1,3,,,N,,,
202404,333,P_tri,5,3,,,N,,,
202404,333,S_sco,1,3,,,N,,,
202404,335,P_tri,5,1,,,N,,,
202404,335,P_tri,2,3,,,N,,,
202404,337,P_tri,5,1,,,Y,,,
202404,339,P_tri,5,1,,,Y,,,
202404,341,A_pse,2,2,,,Y,Originally in box 3 but moved to consolidate,,
202404,341,P_tri,5,1,,,Y,,,
202404,341,S_sco,5,1,,,Y,,,
202404,343,P_tri,5,1,,,Y,,,
202404,343,S_sco,2,1,,,Y,,,
202404,345,P_tri,5,1,,,N,,,
202404,347,P_tri,5,1,,,Y,,,
202404,347,S_sco,5,1,,,Y,,,
202404,349,P_tri,5,1,,,Y,,,
202404,349,S_sco,4,1,,,Y,,,
202404,351,P_tri,5,1,,,Y,,,
202404,351,P_tri,1,1,,,Y,,,
202404,353,P_tri,5,1,,,N,,,
202404,353,S_sco,2,1,,,N,,,
202404,355,P_tri,5,1,,,N,,,
202404,357,P_tri,5,1,,,N,,,
202404,359,P_tri,5,1,,,Y,,,
202404,361,P_tri,1,1,,,Y,,,
202404,374,P_tri,4,1,,,Y,,,
202404,374,P_tri,2,2,,,Y,,,
202404,378,A_pse,2,1,,,N,,,
202404,378,A_pse,2,1,,,N,,,
202404,378,A_pse,1,1,,,N,,,
202404,378,P_tri,5,1,,,N,,,
202404,392,P_tri,1,2,,,N,,,
202404,394,A_pse,1,1,,,Y,,,
202404,396,P_tri,2,2,,,N,,,
202404,404,P_tri,4,1,,,N,,,
202404,406,P_tri,5,2,,,N,,,
202404,412,P_tri,4,2,,,N,,,
202404,414,P_tri,4,2,,,Y,,,
202404,420,P_tri,5,2,,,N,,,
202404,420,S_sco,5,3,,,N,,,
202404,425,P_tri,6,2,,,Y,,,
202404,425,S_sco,1,2,,,Y,,,
202404,433,P_tri,3,2,,,N,,,
202404,444,P_tri,4,2,,,Y,,,
202404,454,P_tri,2,2,,,N,,,
202404,461,P_tri,5,4,,,N,,,
202404,467,P_tri,2,2,,,Y,,,
202404,471,P_tri,3,2,,,N,,,
202404,473,S_sco,3,2,,,Y,,,
202404,475,P_tri,3,2,,,Y,,,
202404,477,P_tri,3,2,,,Y,,,
202404,477,S_sco,3,2,,,Y,,,
202404,479,P_tri,4,2,,,Y,,,
202404,481,P_tri,5,2,,,N,,,
202404,483,P_tri,3,2,,,Y,,,
202404,483,P_tri,3,2,,,Y,,,
202404,485,P_tri,3,3,,,Y,"Originally in box 4, but moved to consolidate",,
202404,485,P_tri,3,4,,,Y,Small/juvenile,,
202404,485,S_sco,1,3,,,Y,"Originally in box 4, but moved to consolidate",,
202404,487,P_tri,3,4,,,N,,,
202404,487,S_sco,1,4,,,N,,,
202404,489,P_tri,5,3,,,N,"Originally in box 4, but moved to consolidate",,
202404,491,S_sco,2,4,,,Y,,,
202404,494,P_tri,3,3,,,Y,"Originally in box 4, but moved to consolidate",,
202404,496,P_tri,3,4,,,Y,,,
202404,497,P_tri,3,4,,,N,,,
202404,497,S_sco,3,4,,,N,,,
202404,500,P_tri,2,3,,,N,"Originally in box 4, but moved to consolidate; small/juvenile",,
202404,500,S_sco,3,3,,,N,"Originally in box 4, but moved to consolidate",,
202404,507,S_sco,3,4,,,N,,,
202404,511,P_tri,2,3,,,N,"Originally in box 4, but moved to consolidate; small/juvenile",,
202404,516,C_har,3,4,,,N,,,
202404,516,S_sco,1,3,,,N,"Originally in box 4, but moved to consolidate",,
202404,520,C_har,1,3,,,N,"Originally in box 4, but moved to consolidate",,
202404,520,C_har,3,4,,,N,,,
202404,526,P_tri,3,4,,,N,Small/juvenile,,
202404,526,S_sco,3,3,,,N,"Originally in box 4, but moved to consolidate",,
202404,526,S_sco,1,3,,,N,"Originally in box 4, but moved to consolidate",,
202404,526,S_sco,1,3,,,N,"Originally in box 4, but moved to consolidate",,
202404,536,P_tri,3,3,,,N,,,
202404,536,P_tri,3,3,,,N,"Originally in box 4, but moved to consolidate; small/juvenile",,
202404,543,P_tri,1,3,,,Y,"Originally in box 4, but moved to consolidate; small/juvenile",,
202404,543,P_tri,3,3,,,Y,"Originally in box 4, but moved to consolidate",,
202404,544,P_tri,3,4,,,Y,"Originally in box 5, but moved to consolidate; small/juvenile",,
202404,544,P_tri,3,4,,,Y,"Originally in box 5, but moved to consolidate; small/juvenile",,
202404,547,P_tri,3,4,,,N,"Originally in box 5, but moved to consolidate",,
202404,547,S_sco,3,4,,,N,"Originally in box 5, but moved to consolidate",,
202404,549,P_tri,3,4,,,Y,"Originally in box 5, but moved to consolidate",,
202404,549,P_tri,3,4,,,Y,"Originally in box 5, but moved to consolidate",,
202404,549,S_sco,3,4,,,Y,"Originally in box 5, but moved to consolidate",,
202404,551,A_pse,1,4,,,N,"Originally in box 5, but moved to consolidate",,
202404,551,P_tri,3,4,,,N,"Originally in box 5, but moved to consolidate",,
202404,551,S_sco,3,4,,,N,"Originally in box 5, but moved to consolidate",,
202404,553,C_har,3,4,,,N,"Originally in box 5, but moved to consolidate",,
202404,553,P_tri,3,4,,,N,"Originally in box 5, but moved to consolidate",,
202404,557,P_tri,2,2,,,Y,Originally in box 3 but moved to consolidate,,
202404,557,P_tri,3,4,,,Y,"Originally in box 5, but moved to consolidate",,
202404,559,P_tri,3,4,,,Y,"Originally in box 5, but moved to consolidate",,
202404,615,P_tri,3,4,,,N,"Originally in box 5, but moved to consolidate",,
202404,615,S_sco,3,4,,,N,"Originally in box 5, but moved to consolidate",,
202404,615,S_sco,3,4,,,N,"Originally in box 5, but moved to consolidate",,
202404,617,C_har,3,4,,,Y,"Originally in box 5, but moved to consolidate",,
202404,617,P_tri,3,4,,,Y,"Originally in box 5, but moved to consolidate",,
202404,617,S_sco,3,4,,,Y,"Originally in box 5, but moved to consolidate",,
202404,621,P_tri,3,2,,,Y,Originally in box 3 but moved to consolidate,,
202404,621,S_sco,3,4,,,Y,"Originally in box 5, but moved to consolidate",,
202404,623,A_pse,1,4,,,N,"Originally in box 5, but moved to consolidate",,
202404,623,P_tri,3,4,,,N,"Originally in box 5, but moved to consolidate",,
202404,623,S_sco,3,4,,,N,"Originally in box 5, but moved to consolidate",,
202404,625,P_tri,3,2,,,N,Originally in box 3 but moved to consolidate,,
202404,625,S_sco,3,3,,,N,,,
202404,627,S_sco,1,2,,,Y,Originally in box 3 but moved to consolidate,,
202404,629,S_sco,4,3,,,Y,,,
202404,631,P_tri,4,1,,,Y,,,
202404,631,P_tri,3,2,,,Y,Originally in box 3 but moved to consolidate,,
202404,631,S_sco,3,3,,,Y,,,
